instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,weathershit,temp_bin
220,2011-01-10,winter,2011,Jan,10,0,1,yes,2,5.74,6.0600000000000005,0.5,0.2985,0,31,31,2,Very Cold
221,2011-01-10,winter,2011,Jan,11,0,1,yes,2,6.5600000000000005,6.819999999999999,0.47,0.2836,2,28,30,2,Very Cold
222,2011-01-10,winter,2011,Jan,12,0,1,yes,2,8.200000000000001,9.09,0.4,0.2836,5,47,52,2,Very Cold
223,2011-01-10,winter,2011,Jan,13,0,1,yes,2,8.200000000000001,9.09,0.4,0.2836,4,50,54,2,Very Cold
224,2011-01-10,winter,2011,Jan,14,0,1,yes,2,8.200000000000001,9.85,0.4,0.2239,0,47,47,2,Very Cold
225,2011-01-10,winter,2011,Jan,15,0,1,yes,2,8.200000000000001,9.85,0.4,0.2239,2,43,45,2,Very Cold
226,2011-01-10,winter,2011,Jan,16,0,1,yes,1,8.200000000000001,10.605,0.4,0.1343,4,70,74,1,Very Cold
227,2011-01-10,winter,2011,Jan,17,0,1,yes,1,8.200000000000001,11.365,0.4,0.1045,4,174,178,1,Very Cold
228,2011-01-10,winter,2011,Jan,18,0,1,yes,1,8.200000000000001,9.85,0.4,0.2239,1,154,155,1,Very Cold
229,2011-01-10,winter,2011,Jan,19,0,1,yes,1,6.5600000000000005,8.334999999999999,0.47,0.1642,3,92,95,1,Very Cold
230,2011-01-10,winter,2011,Jan,20,0,1,yes,1,6.5600000000000005,8.334999999999999,0.5,0.1642,1,73,74,1,Very Cold
231,2011-01-10,winter,2011,Jan,21,0,1,yes,1,5.74,6.819999999999999,0.59,0.194,1,37,38,1,Very Cold
232,2011-01-10,winter,2011,Jan,22,0,1,yes,1,5.74,7.575,0.59,0.1642,2,22,24,1,Very Cold
233,2011-01-10,winter,2011,Jan,23,0,1,yes,1,5.74,7.575,0.59,0.1642,0,18,18,1,Very Cold
234,2011-01-11,winter,2011,Jan,0,0,2,yes,1,5.74,8.334999999999999,0.59,0.1045,2,10,12,1,Very Cold
235,2011-01-11,winter,2011,Jan,1,0,2,yes,1,5.74,7.575,0.59,0.1642,0,3,3,1,Very Cold
236,2011-01-11,winter,2011,Jan,2,0,2,yes,2,6.5600000000000005,7.575,0.55,0.194,0,3,3,2,Very Cold
237,2011-01-11,winter,2011,Jan,5,0,2,yes,2,6.5600000000000005,9.09,0.55,0.1343,0,6,6,2,Very Cold
238,2011-01-11,winter,2011,Jan,6,0,2,yes,2,6.5600000000000005,9.09,0.55,0.1343,0,27,27,2,Very Cold
239,2011-01-11,winter,2011,Jan,7,0,2,yes,2,6.5600000000000005,11.365,0.55,0.0,2,97,99,2,Very Cold
240,2011-01-11,winter,2011,Jan,8,0,2,yes,2,7.38,10.605,0.51,0.0896,3,214,217,2,Very Cold
241,2011-01-11,winter,2011,Jan,9,0,2,yes,2,7.38,9.85,0.51,0.1642,3,127,130,2,Very Cold
242,2011-01-11,winter,2011,Jan,10,0,2,yes,2,8.200000000000001,10.605,0.51,0.1642,3,51,54,2,Very Cold
243,2011-01-11,winter,2011,Jan,11,0,2,yes,2,8.200000000000001,10.605,0.47,0.1343,4,31,35,2,Very Cold
244,2011-01-11,winter,2011,Jan,12,0,2,yes,2,8.200000000000001,11.365,0.51,0.1045,2,55,57,2,Very Cold
245,2011-01-11,winter,2011,Jan,13,0,2,yes,2,8.200000000000001,11.365,0.59,0.0896,6,46,52,2,Very Cold
246,2011-01-11,winter,2011,Jan,14,0,2,yes,2,8.200000000000001,11.365,0.59,0.0896,3,60,63,2,Very Cold
247,2011-01-11,winter,2011,Jan,15,0,2,yes,2,6.5600000000000005,9.85,0.8,0.0896,2,45,47,2,Very Cold
248,2011-01-11,winter,2011,Jan,16,0,2,yes,2,6.5600000000000005,7.575,0.86,0.2239,4,72,76,2,Very Cold
249,2011-01-11,winter,2011,Jan,17,0,2,yes,2,6.5600000000000005,7.575,0.86,0.2239,6,130,136,2,Very Cold
250,2011-01-11,winter,2011,Jan,18,0,2,yes,3,6.5600000000000005,9.09,0.93,0.1045,1,94,95,3,Very Cold
251,2011-01-11,winter,2011,Jan,19,0,2,yes,3,6.5600000000000005,11.365,0.93,0.0,0,51,51,3,Very Cold
252,2011-01-11,winter,2011,Jan,20,0,2,yes,3,6.5600000000000005,7.575,0.93,0.194,0,32,32,3,Very Cold
253,2011-01-11,winter,2011,Jan,21,0,2,yes,3,6.5600000000000005,9.85,0.86,0.0896,0,20,20,3,Very Cold
254,2011-01-11,winter,2011,Jan,22,0,2,yes,3,6.5600000000000005,9.09,0.93,0.1045,1,28,29,3,Very Cold
255,2011-01-11,winter,2011,Jan,23,0,2,yes,3,6.5600000000000005,9.85,0.93,0.0896,1,18,19,3,Very Cold
256,2011-01-12,winter,2011,Jan,0,0,3,yes,2,6.5600000000000005,9.85,0.86,0.0896,0,7,7,2,Very Cold
257,2011-01-12,winter,2011,Jan,1,0,3,yes,2,6.5600000000000005,9.09,0.86,0.1045,0,6,6,2,Very Cold
258,2011-01-12,winter,2011,Jan,2,0,3,yes,1,5.74,7.575,0.86,0.1343,0,1,1,1,Very Cold
259,2011-01-12,winter,2011,Jan,5,0,3,yes,1,5.74,7.575,0.86,0.1642,0,5,5,1,Very Cold
260,2011-01-12,winter,2011,Jan,6,0,3,yes,1,4.92,7.575,0.93,0.1343,0,16,16,1,Very Cold
261,2011-01-12,winter,2011,Jan,7,0,3,yes,1,5.74,7.575,0.69,0.1343,0,54,54,1,Very Cold
262,2011-01-12,winter,2011,Jan,8,0,3,yes,1,6.5600000000000005,8.334999999999999,0.59,0.1642,3,125,128,1,Very Cold
263,2011-01-12,winter,2011,Jan,9,0,3,yes,1,6.5600000000000005,6.819999999999999,0.59,0.3284,3,78,81,1,Very Cold
264,2011-01-12,winter,2011,Jan,10,0,3,yes,1,7.38,9.09,0.55,0.2239,0,39,39,1,Very Cold
265,2011-01-12,winter,2011,Jan,11,0,3,yes,1,8.200000000000001,9.09,0.51,0.3881,3,32,35,1,Very Cold
266,2011-01-12,winter,2011,Jan,12,0,3,yes,1,8.200000000000001,7.575,0.47,0.5821,3,52,55,1,Very Cold
267,2011-01-12,winter,2011,Jan,13,0,3,yes,1,9.02,9.85,0.44,0.3582,0,49,49,1,Very Cold
268,2011-01-12,winter,2011,Jan,14,0,3,yes,1,8.200000000000001,9.09,0.47,0.3284,0,44,44,1,Very Cold
269,2011-01-12,winter,2011,Jan,15,0,3,yes,1,8.200000000000001,8.334999999999999,0.47,0.4179,1,48,49,1,Very Cold
270,2011-01-12,winter,2011,Jan,16,0,3,yes,1,9.02,9.85,0.44,0.3284,5,63,68,1,Very Cold
271,2011-01-12,winter,2011,Jan,17,0,3,yes,1,8.200000000000001,9.09,0.47,0.3582,0,139,139,1,Very Cold
272,2011-01-12,winter,2011,Jan,18,0,3,yes,1,8.200000000000001,7.575,0.47,0.5224,2,135,137,1,Very Cold
273,2011-01-12,winter,2011,Jan,19,0,3,yes,1,7.38,7.575,0.47,0.4179,1,82,83,1,Very Cold
274,2011-01-12,winter,2011,Jan,20,0,3,yes,1,6.5600000000000005,6.819999999999999,0.5,0.3284,2,54,56,1,Very Cold
275,2011-01-12,winter,2011,Jan,21,0,3,yes,1,6.5600000000000005,6.819999999999999,0.55,0.3284,0,57,57,1,Very Cold
276,2011-01-12,winter,2011,Jan,22,0,3,yes,1,6.5600000000000005,6.0600000000000005,0.55,0.4478,1,32,33,1,Very Cold
277,2011-01-12,winter,2011,Jan,23,0,3,yes,1,5.74,5.305,0.59,0.4179,1,19,20,1,Very Cold
278,2011-01-13,winter,2011,Jan,0,0,4,yes,1,5.74,6.0600000000000005,0.59,0.2836,1,6,7,1,Very Cold
279,2011-01-13,winter,2011,Jan,1,0,4,yes,1,5.74,6.0600000000000005,0.5,0.2836,0,2,2,1,Very Cold
280,2011-01-13,winter,2011,Jan,2,0,4,yes,1,5.74,6.0600000000000005,0.5,0.3582,0,2,2,1,Very Cold
281,2011-01-13,winter,2011,Jan,3,0,4,yes,1,5.74,6.0600000000000005,0.5,0.3284,0,3,3,1,Very Cold
282,2011-01-13,winter,2011,Jan,4,0,4,yes,1,5.74,6.0600000000000005,0.5,0.2537,0,4,4,1,Very Cold
283,2011-01-13,winter,2011,Jan,5,0,4,yes,1,5.74,6.0600000000000005,0.5,0.2985,0,3,3,1,Very Cold
284,2011-01-13,winter,2011,Jan,6,0,4,yes,1,4.92,7.575,0.54,0.1343,0,28,28,1,Very Cold
285,2011-01-13,winter,2011,Jan,7,0,4,yes,1,4.92,7.575,0.54,0.1343,0,72,72,1,Very Cold
286,2011-01-13,winter,2011,Jan,8,0,4,yes,1,5.74,6.819999999999999,0.5,0.194,5,197,202,1,Very Cold
287,2011-01-13,winter,2011,Jan,9,0,4,yes,1,5.74,6.0600000000000005,0.5,0.3284,2,137,139,1,Very Cold
288,2011-01-13,winter,2011,Jan,10,0,4,yes,2,6.5600000000000005,6.819999999999999,0.5,0.3582,2,36,38,2,Very Cold
289,2011-01-13,winter,2011,Jan,11,0,4,yes,2,8.200000000000001,8.334999999999999,0.44,0.4478,4,33,37,2,Very Cold
290,2011-01-13,winter,2011,Jan,12,0,4,yes,1,8.200000000000001,8.334999999999999,0.44,0.4179,3,49,52,1,Very Cold
291,2011-01-13,winter,2011,Jan,13,0,4,yes,1,9.02,9.85,0.41,0.4478,2,81,83,1,Very Cold
292,2011-01-13,winter,2011,Jan,14,0,4,yes,1,9.02,9.85,0.41,0.3881,3,39,42,1,Very Cold
293,2011-01-13,winter,2011,Jan,15,0,4,yes,1,9.84,10.605,0.38,0.2985,5,55,60,1,Very Cold
294,2011-01-13,winter,2011,Jan,16,0,4,yes,1,9.84,10.605,0.38,0.3582,2,76,78,1,Very Cold
295,2011-01-13,winter,2011,Jan,17,0,4,yes,1,8.200000000000001,9.09,0.4,0.2836,4,158,162,1,Very Cold
296,2011-01-13,winter,2011,Jan,18,0,4,yes,1,8.200000000000001,9.09,0.4,0.3284,3,141,144,1,Very Cold
297,2011-01-13,winter,2011,Jan,19,0,4,yes,1,6.5600000000000005,7.575,0.47,0.2537,1,98,99,1,Very Cold
298,2011-01-13,winter,2011,Jan,20,0,4,yes,1,6.5600000000000005,7.575,0.47,0.2239,0,64,64,1,Very Cold
299,2011-01-13,winter,2011,Jan,21,0,4,yes,1,5.74,6.0600000000000005,0.46,0.2985,0,40,40,1,Very Cold
300,2011-01-13,winter,2011,Jan,22,0,4,yes,1,5.74,6.0600000000000005,0.46,0.3284,0,30,30,1,Very Cold
301,2011-01-13,winter,2011,Jan,23,0,4,yes,1,4.92,6.819999999999999,0.5,0.194,1,14,15,1,Very Cold
302,2011-01-14,winter,2011,Jan,0,0,5,yes,1,4.92,6.819999999999999,0.5,0.194,0,14,14,1,Very Cold
303,2011-01-14,winter,2011,Jan,1,0,5,yes,1,4.1000000000000005,6.0600000000000005,0.54,0.1642,0,5,5,1,Very Cold
304,2011-01-14,winter,2011,Jan,2,0,5,yes,1,4.1000000000000005,6.0600000000000005,0.54,0.1343,0,1,1,1,Very Cold
305,2011-01-14,winter,2011,Jan,3,0,5,yes,1,4.1000000000000005,6.819999999999999,0.54,0.1045,0,1,1,1,Very Cold
306,2011-01-14,winter,2011,Jan,5,0,5,yes,1,4.1000000000000005,6.819999999999999,0.54,0.0896,0,8,8,1,Very Cold
307,2011-01-14,winter,2011,Jan,6,0,5,yes,1,4.1000000000000005,9.09,0.54,0.0,0,17,17,1,Very Cold
308,2011-01-14,winter,2011,Jan,7,0,5,yes,1,4.1000000000000005,6.0600000000000005,0.74,0.1642,0,70,70,1,Very Cold
309,2011-01-14,winter,2011,Jan,8,0,5,yes,1,4.92,8.334999999999999,0.68,0.0,2,156,158,1,Very Cold
310,2011-01-14,winter,2011,Jan,9,0,5,yes,1,5.74,7.575,0.69,0.1343,0,117,117,1,Very Cold
311,2011-01-14,winter,2011,Jan,10,0,5,yes,1,7.38,9.09,0.55,0.194,4,40,44,1,Very Cold
312,2011-01-14,winter,2011,Jan,11,0,5,yes,1,7.38,8.334999999999999,0.51,0.2836,6,47,53,1,Very Cold
313,2011-01-14,winter,2011,Jan,12,0,5,yes,1,8.200000000000001,9.85,0.44,0.2537,2,59,61,1,Very Cold
314,2011-01-14,winter,2011,Jan,13,0,5,yes,1,9.02,9.85,0.37,0.3881,4,73,77,1,Very Cold
315,2011-01-14,winter,2011,Jan,14,0,5,yes,1,9.02,10.605,0.41,0.2836,5,59,64,1,Very Cold
316,2011-01-14,winter,2011,Jan,15,0,5,yes,1,9.84,12.120000000000001,0.38,0.1642,9,59,68,1,Very Cold
317,2011-01-14,winter,2011,Jan,16,0,5,yes,1,9.02,12.120000000000001,0.41,0.1045,3,87,90,1,Very Cold
318,2011-01-14,winter,2011,Jan,17,0,5,yes,1,9.02,11.365,0.41,0.1642,4,155,159,1,Very Cold
319,2011-01-14,winter,2011,Jan,18,0,5,yes,1,8.200000000000001,12.879999999999999,0.47,0.0,5,134,139,1,Very Cold
320,2011-01-14,winter,2011,Jan,19,0,5,yes,1,6.5600000000000005,9.85,0.59,0.0896,3,89,92,1,Very Cold
321,2011-01-14,winter,2011,Jan,20,0,5,yes,1,7.38,12.120000000000001,0.59,0.0,0,68,68,1,Very Cold
322,2011-01-14,winter,2011,Jan,21,0,5,yes,1,6.5600000000000005,11.365,0.69,0.0,4,48,52,1,Very Cold
323,2011-01-14,winter,2011,Jan,22,0,5,yes,2,6.5600000000000005,11.365,0.69,0.0,2,34,36,2,Very Cold
324,2011-01-14,winter,2011,Jan,23,0,5,yes,2,7.38,12.120000000000001,0.55,0.0,1,26,27,2,Very Cold
325,2011-01-15,winter,2011,Jan,0,0,6,no,1,7.38,12.120000000000001,0.55,0.0,3,25,28,1,Very Cold
326,2011-01-15,winter,2011,Jan,1,0,6,no,2,6.5600000000000005,9.85,0.59,0.0896,2,18,20,2,Very Cold
327,2011-01-15,winter,2011,Jan,2,0,6,no,2,6.5600000000000005,9.85,0.59,0.0896,0,12,12,2,Very Cold
328,2011-01-15,winter,2011,Jan,3,0,6,no,2,6.5600000000000005,11.365,0.59,0.0,1,7,8,2,Very Cold
329,2011-01-15,winter,2011,Jan,4,0,6,no,2,6.5600000000000005,11.365,0.59,0.0,0,5,5,2,Very Cold
330,2011-01-15,winter,2011,Jan,5,0,6,no,1,6.5600000000000005,11.365,0.59,0.0,0,1,1,1,Very Cold
331,2011-01-15,winter,2011,Jan,6,0,6,no,1,5.74,8.334999999999999,0.63,0.1045,1,2,3,1,Very Cold
332,2011-01-15,winter,2011,Jan,7,0,6,no,1,5.74,10.605,0.63,0.0,1,9,10,1,Very Cold
333,2011-01-15,winter,2011,Jan,8,0,6,no,1,5.74,7.575,0.63,0.1343,1,22,23,1,Very Cold
334,2011-01-15,winter,2011,Jan,9,0,6,no,1,6.5600000000000005,9.09,0.64,0.1343,2,31,33,1,Very Cold
335,2011-01-15,winter,2011,Jan,10,0,6,no,1,7.38,9.85,0.59,0.1642,2,57,59,1,Very Cold
336,2011-01-15,winter,2011,Jan,11,0,6,no,1,8.200000000000001,9.85,0.55,0.2239,18,54,72,1,Very Cold
337,2011-01-15,winter,2011,Jan,12,0,6,no,1,9.84,11.365,0.48,0.2239,15,74,89,1,Very Cold
338,2011-01-15,winter,2011,Jan,13,0,6,no,1,11.48,12.879999999999999,0.38,0.2985,21,80,101,1,Cold
339,2011-01-15,winter,2011,Jan,14,0,6,no,1,12.299999999999999,14.395,0.39,0.2836,26,92,118,1,Cold
340,2011-01-15,winter,2011,Jan,15,0,6,no,2,13.120000000000001,15.909999999999998,0.36,0.194,21,108,129,2,Cold
341,2011-01-15,winter,2011,Jan,16,0,6,no,2,13.940000000000001,16.665,0.34,0.194,33,95,128,2,Cold
342,2011-01-15,winter,2011,Jan,17,0,6,no,2,13.120000000000001,15.15,0.36,0.2836,29,54,83,2,Cold
343,2011-01-15,winter,2011,Jan,18,0,6,no,2,12.299999999999999,14.395,0.45,0.2537,15,69,84,2,Cold
344,2011-01-15,winter,2011,Jan,19,0,6,no,2,13.120000000000001,15.15,0.39,0.2537,14,60,74,2,Cold
345,2011-01-15,winter,2011,Jan,20,0,6,no,2,13.120000000000001,15.15,0.39,0.2537,6,35,41,2,Cold
346,2011-01-15,winter,2011,Jan,21,0,6,no,2,13.120000000000001,15.15,0.39,0.2239,6,51,57,2,Cold
347,2011-01-15,winter,2011,Jan,22,0,6,no,2,12.299999999999999,15.909999999999998,0.42,0.1045,0,26,26,2,Cold
348,2011-01-15,winter,2011,Jan,23,0,6,no,1,12.299999999999999,14.395,0.45,0.2836,5,39,44,1,Cold
349,2011-01-16,winter,2011,Jan,0,0,0,no,1,10.66,15.15,0.56,0.0,6,33,39,1,Cold
350,2011-01-16,winter,2011,Jan,1,0,0,no,1,10.66,13.635,0.56,0.1343,4,19,23,1,Cold
351,2011-01-16,winter,2011,Jan,2,0,0,no,1,10.66,14.395,0.56,0.0896,3,13,16,1,Cold
352,2011-01-16,winter,2011,Jan,3,0,0,no,1,9.02,13.635,0.69,0.0,9,6,15,1,Very Cold
353,2011-01-16,winter,2011,Jan,4,0,0,no,1,10.66,12.879999999999999,0.56,0.1642,0,1,1,1,Cold
354,2011-01-16,winter,2011,Jan,5,0,0,no,2,10.66,12.879999999999999,0.56,0.1642,1,1,2,2,Cold
355,2011-01-16,winter,2011,Jan,6,0,0,no,2,10.66,12.879999999999999,0.56,0.1642,0,1,1,2,Cold
356,2011-01-16,winter,2011,Jan,7,0,0,no,2,9.84,10.605,0.56,0.2985,0,3,3,2,Very Cold
357,2011-01-16,winter,2011,Jan,8,0,0,no,1,9.02,10.605,0.55,0.2836,0,18,18,1,Very Cold
358,2011-01-16,winter,2011,Jan,9,0,0,no,1,9.02,10.605,0.51,0.2537,3,29,32,1,Very Cold
359,2011-01-16,winter,2011,Jan,10,0,0,no,1,9.02,10.605,0.51,0.2836,8,71,79,1,Very Cold
360,2011-01-16,winter,2011,Jan,11,0,0,no,1,9.84,11.365,0.44,0.2537,23,70,93,1,Very Cold
361,2011-01-16,winter,2011,Jan,12,0,0,no,1,9.84,10.605,0.41,0.2836,29,75,104,1,Very Cold
362,2011-01-16,winter,2011,Jan,13,0,0,no,1,10.66,11.365,0.35,0.2985,23,95,118,1,Cold
363,2011-01-16,winter,2011,Jan,14,0,0,no,1,11.48,13.635,0.36,0.2537,22,69,91,1,Cold
364,2011-01-16,winter,2011,Jan,15,0,0,no,1,10.66,12.120000000000001,0.38,0.2537,35,78,113,1,Cold
365,2011-01-16,winter,2011,Jan,16,0,0,no,1,9.84,11.365,0.38,0.2239,22,77,99,1,Very Cold
366,2011-01-16,winter,2011,Jan,17,0,0,no,1,9.02,10.605,0.37,0.2537,23,82,105,1,Very Cold
367,2011-01-16,winter,2011,Jan,18,0,0,no,1,8.200000000000001,10.605,0.4,0.1642,11,56,67,1,Very Cold
368,2011-01-16,winter,2011,Jan,19,0,0,no,1,7.38,9.85,0.47,0.1343,14,47,61,1,Very Cold
369,2011-01-16,winter,2011,Jan,20,0,0,no,1,7.38,9.85,0.47,0.1642,7,50,57,1,Very Cold
370,2011-01-16,winter,2011,Jan,21,0,0,no,1,7.38,9.85,0.51,0.1642,6,22,28,1,Very Cold
371,2011-01-16,winter,2011,Jan,22,0,0,no,2,8.200000000000001,10.605,0.49,0.1343,2,19,21,2,Very Cold
372,2011-01-16,winter,2011,Jan,23,0,0,no,2,8.200000000000001,11.365,0.4,0.1045,0,18,18,2,Very Cold
373,2011-01-17,winter,2011,Jan,0,1,1,no,2,8.200000000000001,9.85,0.47,0.2239,1,16,17,2,Very Cold
374,2011-01-17,winter,2011,Jan,1,1,1,no,2,8.200000000000001,9.85,0.44,0.194,1,15,16,2,Very Cold
375,2011-01-17,winter,2011,Jan,2,1,1,no,2,7.38,8.334999999999999,0.43,0.2537,0,8,8,2,Very Cold
376,2011-01-17,winter,2011,Jan,3,1,1,no,2,7.38,9.09,0.43,0.194,0,2,2,2,Very Cold
377,2011-01-17,winter,2011,Jan,4,1,1,no,2,7.38,9.85,0.43,0.1343,1,2,3,2,Very Cold
378,2011-01-17,winter,2011,Jan,5,1,1,no,2,7.38,9.85,0.43,0.1642,0,1,1,2,Very Cold
379,2011-01-17,winter,2011,Jan,6,1,1,no,2,7.38,9.09,0.43,0.194,0,5,5,2,Very Cold
380,2011-01-17,winter,2011,Jan,7,1,1,no,2,6.5600000000000005,9.09,0.5,0.1343,4,9,13,2,Very Cold
381,2011-01-17,winter,2011,Jan,8,1,1,no,2,6.5600000000000005,7.575,0.47,0.2239,3,30,33,2,Very Cold
382,2011-01-17,winter,2011,Jan,9,1,1,no,2,6.5600000000000005,7.575,0.47,0.2239,8,39,47,2,Very Cold
383,2011-01-17,winter,2011,Jan,10,1,1,no,2,6.5600000000000005,7.575,0.5,0.2537,7,50,57,2,Very Cold
384,2011-01-17,winter,2011,Jan,11,1,1,no,2,6.5600000000000005,7.575,0.55,0.194,9,55,64,2,Very Cold
385,2011-01-17,winter,2011,Jan,12,1,1,no,2,7.38,9.85,0.47,0.1343,10,70,80,2,Very Cold
386,2011-01-17,winter,2011,Jan,13,1,1,no,2,7.38,9.85,0.47,0.1343,13,80,93,2,Very Cold
387,2011-01-17,winter,2011,Jan,14,1,1,no,2,7.38,10.605,0.43,0.1045,12,74,86,2,Very Cold
388,2011-01-17,winter,2011,Jan,15,1,1,no,2,8.200000000000001,10.605,0.47,0.1642,21,72,93,2,Very Cold
389,2011-01-17,winter,2011,Jan,16,1,1,no,2,8.200000000000001,10.605,0.47,0.1642,6,76,82,2,Very Cold
390,2011-01-17,winter,2011,Jan,17,1,1,no,1,8.200000000000001,9.85,0.51,0.194,4,67,71,1,Very Cold
391,2011-01-17,winter,2011,Jan,18,1,1,no,2,7.38,8.334999999999999,0.55,0.2537,7,85,92,2,Very Cold
392,2011-01-17,winter,2011,Jan,19,1,1,no,3,7.38,9.09,0.59,0.194,2,58,60,3,Very Cold
393,2011-01-17,winter,2011,Jan,20,1,1,no,3,6.5600000000000005,7.575,0.8,0.194,4,29,33,3,Very Cold
394,2011-01-17,winter,2011,Jan,21,1,1,no,3,6.5600000000000005,7.575,0.8,0.194,3,24,27,3,Very Cold
395,2011-01-17,winter,2011,Jan,22,1,1,no,3,5.74,6.0600000000000005,0.93,0.2537,0,13,13,3,Very Cold
396,2011-01-17,winter,2011,Jan,23,1,1,no,3,6.5600000000000005,6.819999999999999,0.86,0.2836,1,3,4,3,Very Cold
397,2011-01-18,winter,2011,Jan,12,0,2,yes,2,8.200000000000001,9.09,0.86,0.3284,0,3,3,2,Very Cold
398,2011-01-18,winter,2011,Jan,13,0,2,yes,2,8.200000000000001,9.85,0.86,0.2239,0,22,22,2,Very Cold
399,2011-01-18,winter,2011,Jan,14,0,2,yes,2,9.02,11.365,0.8,0.1642,2,26,28,2,Very Cold
400,2011-01-18,winter,2011,Jan,15,0,2,yes,2,9.02,11.365,0.87,0.1642,3,32,35,2,Very Cold
401,2011-01-18,winter,2011,Jan,16,0,2,yes,2,9.02,11.365,0.87,0.194,0,61,61,2,Very Cold
402,2011-01-18,winter,2011,Jan,17,0,2,yes,2,9.02,11.365,0.82,0.194,1,124,125,2,Very Cold
403,2011-01-18,winter,2011,Jan,18,0,2,yes,2,9.02,11.365,0.8,0.1642,1,132,133,2,Very Cold
404,2011-01-18,winter,2011,Jan,19,0,2,yes,2,9.02,11.365,0.8,0.1343,1,98,99,2,Very Cold
405,2011-01-18,winter,2011,Jan,20,0,2,yes,2,9.02,13.635,0.87,0.0,0,83,83,2,Very Cold
406,2011-01-18,winter,2011,Jan,21,0,2,yes,2,9.02,12.120000000000001,0.93,0.1045,0,41,41,2,Very Cold
407,2011-01-18,winter,2011,Jan,22,0,2,yes,2,9.02,12.879999999999999,0.93,0.0896,0,33,33,2,Very Cold
408,2011-01-18,winter,2011,Jan,23,0,2,yes,2,9.02,13.635,0.93,0.0,1,19,20,2,Very Cold
409,2011-01-19,winter,2011,Jan,0,0,3,yes,2,9.02,13.635,0.93,0.0,0,3,3,2,Very Cold
410,2011-01-19,winter,2011,Jan,1,0,3,yes,3,9.02,11.365,0.93,0.1343,1,6,7,3,Very Cold
411,2011-01-19,winter,2011,Jan,2,0,3,yes,3,9.02,11.365,0.93,0.1343,0,3,3,3,Very Cold
412,2011-01-19,winter,2011,Jan,4,0,3,yes,3,9.02,11.365,0.93,0.1343,1,1,2,3,Very Cold
413,2011-01-19,winter,2011,Jan,5,0,3,yes,2,9.02,12.879999999999999,0.93,0.0896,0,7,7,2,Very Cold
414,2011-01-19,winter,2011,Jan,6,0,3,yes,2,9.02,12.879999999999999,0.93,0.0896,0,32,32,2,Very Cold
415,2011-01-19,winter,2011,Jan,7,0,3,yes,2,9.84,12.879999999999999,0.92,0.1045,1,89,90,2,Very Cold
416,2011-01-19,winter,2011,Jan,8,0,3,yes,2,9.84,12.879999999999999,0.93,0.1045,1,196,197,2,Very Cold
417,2011-01-19,winter,2011,Jan,9,0,3,yes,2,9.84,12.879999999999999,0.93,0.1045,2,107,109,2,Very Cold
418,2011-01-19,winter,2011,Jan,10,0,3,yes,2,10.66,13.635,0.93,0.1343,1,46,47,2,Cold
419,2011-01-19,winter,2011,Jan,11,0,3,yes,2,11.48,15.15,0.87,0.0896,5,47,52,2,Cold
420,2011-01-19,winter,2011,Jan,12,0,3,yes,2,12.299999999999999,15.909999999999998,0.81,0.0896,5,65,70,2,Cold
421,2011-01-19,winter,2011,Jan,13,0,3,yes,1,16.400000000000002,20.455000000000002,0.62,0.2836,11,67,78,1,Cold
422,2011-01-19,winter,2011,Jan,14,0,3,yes,1,16.400000000000002,20.455000000000002,0.58,0.2537,7,68,75,1,Cold
423,2011-01-19,winter,2011,Jan,15,0,3,yes,1,16.400000000000002,20.455000000000002,0.54,0.2836,4,78,82,1,Cold
424,2011-01-19,winter,2011,Jan,16,0,3,yes,1,15.58,19.695,0.58,0.3881,10,94,104,1,Cold
425,2011-01-19,winter,2011,Jan,17,0,3,yes,1,14.76,16.665,0.57,0.3284,7,190,197,1,Cold
426,2011-01-19,winter,2011,Jan,18,0,3,yes,1,13.940000000000001,15.909999999999998,0.61,0.2836,5,156,161,1,Cold
427,2011-01-19,winter,2011,Jan,19,0,3,yes,1,13.120000000000001,14.395,0.57,0.4179,4,108,112,1,Cold
428,2011-01-19,winter,2011,Jan,20,0,3,yes,1,13.120000000000001,15.15,0.49,0.2985,2,74,76,1,Cold
429,2011-01-19,winter,2011,Jan,21,0,3,yes,1,13.120000000000001,14.395,0.49,0.4179,4,55,59,1,Cold
430,2011-01-19,winter,2011,Jan,22,0,3,yes,1,12.299999999999999,15.15,0.52,0.1642,6,53,59,1,Cold
431,2011-01-19,winter,2011,Jan,23,0,3,yes,1,12.299999999999999,13.635,0.52,0.4627,1,27,28,1,Cold
432,2011-01-20,winter,2011,Jan,0,0,4,yes,1,10.66,11.365,0.56,0.3881,5,8,13,1,Cold
433,2011-01-20,winter,2011,Jan,1,0,4,yes,1,10.66,13.635,0.56,0.0,2,3,5,1,Cold
434,2011-01-20,winter,2011,Jan,2,0,4,yes,1,10.66,13.635,0.56,0.0,0,2,2,1,Cold
435,2011-01-20,winter,2011,Jan,3,0,4,yes,1,10.66,12.879999999999999,0.56,0.1642,0,1,1,1,Cold
436,2011-01-20,winter,2011,Jan,4,0,4,yes,1,10.66,12.879999999999999,0.56,0.1642,0,1,1,1,Cold
437,2011-01-20,winter,2011,Jan,5,0,4,yes,1,9.84,11.365,0.6,0.2239,0,6,6,1,Very Cold
438,2011-01-20,winter,2011,Jan,6,0,4,yes,1,9.02,10.605,0.6,0.2239,0,35,35,1,Very Cold
